university,career,inscription_date,first_name,last_name,gender,age
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-12-20,barbara,acosta,female,2541
universidad tecnológica nacional,bioquímica,2020-11-05,joshua,harris,male,34434
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021-01-20,ryan,castro,male,26821
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-12-06,timothy,rodriguez,male,16827
universidad tecnológica nacional,licenciatura en ciencia política,2020-10-14,catherine,kelley,female,11130
universidad nacional de jujuy,licenciatura en sociología,2020-12-14,scott,hernandez,male,21243
universidad tecnológica nacional,licenciatura en ciencias de la computación,2021-01-05,jordan,nguyen,female,7307
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-10-02,laura,roy,female,30653
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-12-03,bruce,smith,male,31597
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-09-09,leonard,campbell,male,23314
universidad nacional de jujuy,licenciatura en ciencias de la educación,2021-01-27,rebecca,hudson,female,41500
universidad tecnológica nacional,diseño industrial,2021-01-27,eric,stout,male,7312
universidad tecnológica nacional,diseño de imagen y sonido,2020-11-17,david,miller,male,5190
universidad tecnológica nacional,licenciatura en ciencias de la computación,2021-01-03,dr.,brandon,male,2735
universidad tecnológica nacional,licenciatura en musicoterapia,2020-11-21,daniel,warner,male,20954
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-11-15,daniel,smith,male,32591
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-12-17,aaron,hansen,male,41920
universidad tecnológica nacional,licenciatura en ciencias de la educación,2021-01-27,linda,bryant,female,6477
universidad nacional de jujuy,ingeniería mecánica,2020-10-08,cody,curry,male,17040
universidad tecnológica nacional,contador público,2020-12-22,rebecca,hooper,female,34170
universidad nacional de jujuy,actuario,2020-10-10,michael,carter,male,8460
universidad nacional de jujuy,licenciatura en musicoterapia,2020-09-10,janet,bruce,female,36473
universidad tecnológica nacional,contador público,2020-10-06,brooke,bailey,female,9929
universidad tecnológica nacional,licenciatura en ciencia política,2020-11-14,brian,lopez,male,18583
universidad nacional de jujuy,ingeniería mecánica,2020-10-25,amy,newman,female,28738
universidad nacional de jujuy,licenciatura en sociología,2020-11-28,danielle,evans,female,25463
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021-02-01,eric,shaw,male,33802
universidad tecnológica nacional,contador público,2021-01-07,mark,jones,male,2080
universidad nacional de jujuy,arquitectura,2020-12-29,tabitha,short,female,37583
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2021-01-04,richard,livingston,male,35426
universidad nacional de jujuy,ingeniería en informática,2020-11-08,kara,roberts,female,40763
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-11-22,molly,martinez,female,11364
universidad tecnológica nacional,agronomía,2020-12-22,larry,taylor,male,10050
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-11-19,jennifer,hardin,female,28685
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-09-29,tonya,jackson,female,21673
universidad nacional de jujuy,ciencias veterinarias,2021-01-24,sara,wright,female,31107
universidad tecnológica nacional,técnico para bioterios,2020-11-26,thomas,gillespie,male,1112
universidad nacional de jujuy,diseño de imagen y sonido,2020-12-26,gloria,knapp,female,11052
universidad tecnológica nacional,bioquímica,2020-09-16,mary,harris,female,28790
universidad nacional de jujuy,licenciatura en ciencias geológicas,2021-01-01,chelsea,vasquez,female,19881
universidad nacional de jujuy,licenciatura en artes,2020-09-03,dr.,kimberly,female,17668
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-11-25,jacob,johnson,male,27977
universidad nacional de jujuy,licenciatura en administración,2020-12-24,alan,clark,male,18942
universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020-10-18,julie,holden,female,1630
universidad nacional de jujuy,arquitectura,2021-01-29,john,chen,male,19539
universidad tecnológica nacional,agronomía,2020-10-18,daniel,macias,male,39757
universidad tecnológica nacional,licenciatura en terapia ocupacional,2021-01-08,melanie,wilkins,female,35716
universidad nacional de jujuy,arquitectura,2020-09-28,frank,palmer,male,3585
universidad nacional de jujuy,licenciatura en ciencia política,2020-10-27,robert,swanson,male,3984
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-11-19,andre,lewis,male,29047
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-09-02,andrew,bishop,male,31267
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-12-21,carlos,downs,male,41882
universidad tecnológica nacional,técnico para bioterios,2020-09-22,lori,collins,female,24361
universidad tecnológica nacional,diseño industrial,2021-01-18,joshua,lawrence,male,18399
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-09-09,joel,garcia,male,16691
universidad nacional de jujuy,ingeniería en informática,2021-01-24,dr.,amber,female,37517
universidad tecnológica nacional,ingeniería electrónica,2020-11-27,elizabeth,smith,female,38021
universidad tecnológica nacional,diseño de imagen y sonido,2020-09-02,jessica,parsons,female,35554
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-10-07,jason,ramos,male,4421
universidad tecnológica nacional,licenciatura en musicoterapia,2021-01-05,wesley,bradley,male,6442
universidad nacional de jujuy,contador público,2020-12-22,sharon,baker,female,34295
universidad nacional de jujuy,medicina,2020-12-31,harold,dunlap,male,41028
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-11-01,michael,hansen,male,22672
universidad tecnológica nacional,licenciatura en ciencia política,2020-10-10,brandi,evans,female,4481
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-09-11,emily,simpson,female,30963
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-10,david,lawrence,male,20021
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-12-08,john,vasquez,male,6314
universidad nacional de jujuy,licenciatura en psicología,2020-09-22,jessica,daniel,female,33240
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-10-05,debra,mason,female,25628
universidad tecnológica nacional,licenciatura en ciencia política,2020-09-18,chelsea,ray,female,22547
universidad nacional de jujuy,contador público,2020-10-30,kimberly,patrick,female,25962
universidad tecnológica nacional,diseño de imagen y sonido,2020-10-15,taylor,bennett,female,11192
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-09-13,traci,lopez,female,37669
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-09-16,edward,baldwin,male,9420
universidad tecnológica nacional,licenciatura en sociología,2020-10-16,summer,klein,female,8075
universidad tecnológica nacional,medicina,2020-10-22,john,ford,male,23586
universidad nacional de jujuy,licenciatura en ciencias de la educación,2020-09-14,alexander,nelson,male,28441
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-11-20,kathryn,jones,female,1190
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2021-01-23,katrina,long,female,24798
universidad nacional de jujuy,licenciatura en ciencias geológicas,2021-01-02,ryan,olsen,male,15588
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2020-09-06,maureen,forbes,female,12860
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020-12-30,mary,wilson,female,28828
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020-11-19,nicole,cooper,female,13371
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-10-27,kelly,gates,female,39641
universidad nacional de jujuy,bioquímica,2020-12-04,maria,ray,female,23913
universidad nacional de jujuy,licenciatura en ciencia política,2020-09-16,derek,chen,male,8403
universidad tecnológica nacional,técnico para bioterios,2020-11-09,katelyn,alexander,female,4580
universidad tecnológica nacional,contador público,2020-09-11,brian,mason,male,17509
universidad nacional de jujuy,actuario,2020-10-30,jon,harrington,male,21544
universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020-12-07,steven,rodriguez,male,34552
universidad nacional de jujuy,licenciatura en sociología,2020-10-31,jared,washington,male,41200
universidad tecnológica nacional,diseño de imagen y sonido,2020-10-26,janice,lara,female,31543
universidad tecnológica nacional,ingeniería en informática,2020-11-15,donald,eaton,male,16722
universidad tecnológica nacional,agronomía,2020-10-20,ronald,baldwin,male,10213
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-09-23,cheryl,smith,female,22325
universidad nacional de jujuy,ingeniería en informática,2020-10-27,george,shelton,male,23513
universidad tecnológica nacional,farmacia,2020-10-04,kyle,sellers,male,23370
universidad tecnológica nacional,técnico para bioterios,2020-11-30,andrew,martin,male,36346
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-09-18,brianna,harrison,female,36699
universidad nacional de jujuy,diseño industrial,2020-09-08,katie,lloyd,female,18102
universidad nacional de jujuy,licenciatura en administración,2020-12-24,mark,palmer,male,24405
universidad tecnológica nacional,licenciatura en artes,2020-10-28,anthony,shah,male,723
universidad nacional de jujuy,licenciatura en ciencias ambientales,2021-01-05,tracy,roman,female,21747
universidad nacional de jujuy,medicina,2020-12-08,michael,crawford,male,16080
universidad tecnológica nacional,licenciatura en artes,2020-10-15,ryan,hernandez,male,40237
universidad nacional de jujuy,diseño industrial,2020-12-18,daniel,rowland,male,21043
universidad tecnológica nacional,ciencias veterinarias,2020-10-02,michael,knight,male,7450
universidad nacional de jujuy,ingeniería en informática,2020-11-24,mark,mullen,male,11745
universidad nacional de jujuy,medicina,2021-01-26,marcus,hernandez,male,23985
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-23,katie,hall,female,5599
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-12-05,christopher,case,male,5067
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-12-21,tyler,clark,male,13155
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-09-01,nicole,herrera,female,18016
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-11-04,albert,mueller,male,28770
universidad tecnológica nacional,diseño industrial,2020-11-10,tom,boyd,male,30342
universidad nacional de jujuy,licenciatura en ciencias antropológicas,2020-10-18,don,wagner,male,25983
universidad tecnológica nacional,arquitectura,2021-01-26,anna,maynard,female,22520
universidad nacional de jujuy,bioquímica,2020-12-18,lauren,reyes,female,18735
universidad tecnológica nacional,licenciatura en ciencia política,2020-10-05,michael,vaughn,male,31888
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-11-04,christina,lewis,female,23670
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-01-21,jonathan,steele,male,30913
universidad nacional de jujuy,licenciatura en ciencia política,2020-10-21,samantha,vazquez,female,5148
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2020-12-14,caitlyn,miller,female,31165
universidad nacional de jujuy,diseño de imagen y sonido,2021-01-07,john,allen,male,6428
universidad nacional de jujuy,bioquímica,2021-01-23,andrea,lewis,female,26244
universidad nacional de jujuy,arquitectura,2020-10-08,jeffrey,stewart,male,9662
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020-12-07,hannah,kennedy,female,41403
universidad nacional de jujuy,licenciatura en ciencia política,2020-09-21,casey,williams,female,37436
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-11-07,kathy,hamilton,female,8672
universidad nacional de jujuy,actuario,2020-10-04,tom,terry,male,13844
universidad nacional de jujuy,licenciatura en ciencias geológicas,2021-01-21,jerome,anderson,male,29631
universidad nacional de jujuy,licenciatura en psicología,2021-01-11,sergio,jones,male,15581
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021-01-19,michael,abbott,male,24795
